text,isdog
"The Bull Arab is a type of dog developed in Australia by Mike Hodgens and Heather Rea for pig hunting.[2][1][3] The dog was developed from crossing large, strong dogs of which the most common were Bull Terriers, Pointing breeds, and Greyhounds. The result was a medium to large size, short-haired, muscular dog.[2]",1
The Bull Terrier is a breed of dog in the terrier family. There is also a miniature version of this breed which is officially known as the Miniature Bull Terrier.,1
"The Bulldog is a British breed of dog of mastiff type. It may also be known as the English Bulldog or British Bulldog. It is a medium sized, muscular dog of around 40–55 lb (18–25 kg). They have large heads with thick folds of skin around the face and shoulders, and a relatively flat face with a protruding lower jaw. The breed has significant health issues as a consequence of breeding for its distinctive appearance, including brachycephalia, hip dysplasia, heat sensitivity, and skin infections. Due to concerns about their quality of life, breeding Bulldogs is illegal in Norway and the Netherlands.",1
"The Bullmastiff is an English breed of dog of mastiff type and large size, with a solid build and a short muzzle. It was developed as a guard dog in the nineteenth century by cross-breeding the English Mastiff with the now-extinct Old English Bulldog. It was recognised as a breed by The Kennel Club in 1924.",1
"The Bully Kutta[A] is a type of large dog that originated in the Indian subcontinent, dating back to the 16th century.[4][better source needed] The Bully Kutta is a working dog used for hunting and guarding. The type is popular in the Punjab region of India and Pakistan, including Haryana and Delhi, as well as in Maharashtra[5] and Tamil Nadu.[3][4][better source needed]",1
"The Burgos Pointer (Spanish: Perdiguero de Burgos), also called the Burgalese Pointer, is a breed of dog native to Spain. Originating from Castile, especially in the province of Burgos, this hardy breed is used for hunting and has some outstanding features for small game.",1
"The Ca Mè Mallorquí is a Spanish breed of pointing dog originating in the Mediterranean island of Mallorca, in the Balearic Islands. It was traditionally used as a pointing dog in hunting. It was officially recognised by the national government of Spain in 2004, but is not recognised by either the Fédération Cynologique Internationale or the Real Sociedad Canina de España.",1
"The Ca de Bou, also known as the Perro de Presa Mallorquin, Mallorca Mastiff or the Majorcan Bulldog, is a breed of bulldog type dogs from Majorca, the largest of the Balearic Islands.",1
The Cairn Terrier is a terrier breed originating in the Scottish Highlands and recognized as one of Scotland's earliest working dogs.,1
The Calupoh is a canine breed native to Mexico.[2],1
"The Campeiro Bulldog (Portuguese: Buldogue campeiro, Portuguese pronunciation: [buwˈdɔɡ kãˈpejɾu]) is a breed of bulldog from Brazil.",1
The Can de Chira (also known as the perro pastor altoaragonés) is a breed of herding dog from the High Aragon region of Spain.[1][2],1
"The Can de Palleiro is a traditional Spanish breed of shepherd dog from the autonomous community of Galicia in north-western Spain. It was recognised by royal decree in 2001, and the stud-book was established in the same year.[1]: 525 [4] It is named after the haystack (palleiro) near which it traditionally sleeps.[5]",1
"The Canaan Dog is the oldest[3] breed of pariah dog still existing and abundant across the Middle East.[1][2] It can be found in Israel,  Palestine,[4] Jordan, Lebanon and the Sinai Peninsula, and these, or dogs nearly identical, were also found in Iraq and Syria[5][6] over 9000 years ago.[3] It is the national dog of Israel.[7] As of 2012, there were 2,000 to 3,000 Canaan Dogs across the world.[8]",1
"The Canadian Eskimo Dog or Canadian Inuit Dog[2] is a breed of working dog from the Arctic. Other names include qimmiq[3] or qimmit[4] (Inuit language word for ""dog"").  The Greenland Dog is considered the same breed as the Canadian Eskimo Dog since they have not yet diverged enough genetically to be considered separate breeds, despite their geographic isolation.[5][6]",1
"The Cane Corso[a] is an Italian breed of mastiff. It is usually kept as a companion dog or guard dog; it may also be used to protect livestock. In the past it was used for hunting large game, and also to herd cattle.",1
"Seventeen Italian dog breeds are recognised by the Ente Nazionale della Cinofilia Italiana,[1] of which fifteen are recognised also by the Fédération Cynologique Internationale. A further six are in the process of recognition by the ENCI. There are a number of local breeds or types without national recognition.[2]",1
"The Cane Paratore is a breed of herding dog from Italy, the breed primarily exists in its traditional role in Abruzzo, its historical region of origin, having not gained popularity from outside dog fanciers.[1][2]",1
"The Cantabrian Water Dog (Spanish: perro de agua cantábrico) is a landrace breed of dog developed in the coast of Cantabria, northern Spain, as an assistant to fishermen. The breed was classified and recognized by the Breeds Committee of the Spanish Ministry of Environment on 22 March 2011.[1] It is recognised by the Royal Canine Society of Spain as a variety of the Spanish water dog.[1]",1
"The Portuguese Sheepdog (Portuguese: cão da Serra de Aires, literally 'dog of Serra de Aires') is a medium-sized breed of dog of the herding dog type, and is one of the indigenous regional dogs of Portugal. The Portuguese name refers to Serra de Aires, a mountain near Montforte in the Alentejo region (sometimes mistaken for the Serra d'Aire, a range of hills or mountains marking the boundary between Ribatejo and Oeste, north of the Tagus river). The breed is nicknamed cão macaco ('macaque dog', 'monkey dog') for its furry face and lively attitude.[1]",1
"The Castro Laboreiro Dog (Portuguese: cão de Castro Laboreiro, 'dog of Castro Laboreiro'), also known as the Portuguese cattle dog or Portuguese watchdog, is a dog breed of the livestock guardian type, originating from Castro Laboreiro in the northern mountains of Portugal.[1]",1
"The Cão de Gado Transmontano[a] or Transmontano Mastiff is a breed of livestock guardian dog from Portugal. It originates in the historical province of Trás-os-Montes e Alto Douro in north-eastern Portugal, and is a rare breed confined mostly to this area.[1][2][3][full citation needed]",1
"The Saint Miguel Cattle Dog (Portuguese: cão fila de São Miguel [ˈkɐ̃w ˈfilɐ ðɨ ˈsɐ̃w miˈɣɛl], literally 'catch dog of São Miguel') is a dog breed of mastiff type originating on São Miguel Island in the Azores, an island chain which is one of the autonomous regions of Portugal. The breed was originally used as a herding dog for working with cattle.",1
"The Cardigan Welsh Corgi (/ˈkɔːrɡi/; Welsh for ""dwarf dog"")[1] is one of two separate dog breeds known as Welsh Corgis that originated in Wales; the other is the Pembroke Welsh Corgi. It is one of the oldest breeds of the British Isles.[1] Cardigan Welsh Corgis are known to be an extremely loyal dog breed.[2] They are also versatile and can live in a variety of settings.",1
"The  Carea Leonés (English: Leonese Sheepdog)[2] is a breed of herding dog from León, Castile and León, Spain (Europe), and is used as a sheepdog. For centuries, they tended flocks of Churra (sheep) in the mountains of the historical region of León.[3]",1
