description,isdog,url
Leonberger laying on a grassy path in the woods.,1,https://www.akc.org/wp-content/uploads/2017/11/Leonberger-laying-on-a-grassy-path-in-the-woods-400x267.jpg
Australian Cattle Dog standing up on a fence outside a pasture.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2022/09/06140636/Australian-Cattle-Dog-standing-up-on-a-fence-outside-a-pasture-400x267.jpg
dog with 2 bowls,1,https://www.akc.org/wp-content/uploads/2017/11/hero.jpg
Apples,0,https://www.akc.org/wp-content/uploads/2017/11/redapple200.jpg
Cheese,0,https://www.akc.org/wp-content/uploads/2017/11/cheese200.jpg
Almonds,0,https://www.akc.org/wp-content/uploads/2017/11/almonds200.jpg
Carrots,0,https://www.akc.org/wp-content/uploads/2017/11/carrot200.jpg
Avocado,0,https://www.akc.org/wp-content/uploads/2017/11/avocado200.jpg
Grapes,0,https://www.akc.org/wp-content/uploads/2017/11/grape200.jpg
Peanut Butter,0,https://www.akc.org/wp-content/uploads/2017/11/peanutbutter200.jpg
Bananas,0,https://www.akc.org/wp-content/uploads/2017/11/banana200.jpg
Tomatoes,0,https://www.akc.org/wp-content/uploads/2017/11/tomato200.jpg
Onions,0,https://www.akc.org/wp-content/uploads/2017/11/onions200.jpg
Pineapple,0,https://www.akc.org/wp-content/uploads/2017/11/pineapple200.jpg
Eggs,0,https://www.akc.org/wp-content/uploads/2017/11/eggs200.jpg
Mange in Dogs: What You Need to Know,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/37218a8c953fdddd0002dc6b814eea88/image?etag=1682902447327&width=70&height=47
Pomeranian sitting at a desk with laptop and phone.,1,https://www.akc.org/wp-content/uploads/2019/11/Pomeranian-sittting-at-a-desk-with-laoptop-and-phone.jpg
Girl Scouts with K9 and Officer,1,https://www.akc.org/wp-content/uploads/2018/04/Educator-Resources-Girl-Scouts-K9-Officer.jpg
AKC Library and Archives,0,https://www.akc.org/wp-content/uploads/2019/11/AKC-Library-Details-AR3I8788.jpg
Belgrave Joe skeleton on display at the AKC Library and Archives.,0,https://www.akc.org/wp-content/uploads/2019/11/AKC-MOD-AKC_8594-David-Woo.jpg
AKC Library and Archives at the headquarters.,0,https://www.akc.org/wp-content/uploads/2019/11/AKC-Library-Details-AR3I8748.jpg
AKC Library and Archives,0,https://www.akc.org/wp-content/uploads/2019/11/AKC-Library-Details-AR3I8780.jpg
AKC Library and Archives rare books.,0,https://www.akc.org/wp-content/uploads/2019/11/101-Park-Office-AR3I8410.jpg
AKC Library and Archives at the Museum of the Dog.,0,https://www.akc.org/wp-content/uploads/2019/11/AKC-Museum-of-Dog-Staging-Day-AKC_8761-David-Woo.jpg
AKC Library and Archives,0,https://www.akc.org/wp-content/uploads/2019/11/AKC-Library-Details-AR3I8788.jpg
Belgrave Joe skeleton on display at the AKC Library and Archives.,0,https://www.akc.org/wp-content/uploads/2019/11/AKC-MOD-AKC_8594-David-Woo.jpg
AKC Library and Archives at the headquarters.,0,https://www.akc.org/wp-content/uploads/2019/11/AKC-Library-Details-AR3I8748.jpg
AKC Library and Archives,0,https://www.akc.org/wp-content/uploads/2019/11/AKC-Library-Details-AR3I8780.jpg
AKC Library and Archives rare books.,0,https://www.akc.org/wp-content/uploads/2019/11/101-Park-Office-AR3I8410.jpg
AKC Library and Archives at the Museum of the Dog.,0,https://www.akc.org/wp-content/uploads/2019/11/AKC-Museum-of-Dog-Staging-Day-AKC_8761-David-Woo.jpg
AKC Library and Archives,0,https://www.akc.org/wp-content/uploads/2019/11/AKC-Library-Details-AR3I8788.jpg
golden-training-body,1,https://www.akc.org/wp-content/uploads/2018/04/golden-training-body.jpg
The Art of Finding and Keeping Club Members,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/bcfaeb04faceb537ada13ee407287b5c/image?etag=1678553832306&width=70&height=47
Participants Sought for AKC Pilot Detection Puppy Rearing Program,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/ae5ed3054072d172f4c87e17865855bc/image?etag=1682256434269&width=70&height=47
"Remembering Dr. J.P. McCain, AKC’s First African-American Judge",0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/06acde9a40a44214f672e30e60ef3bd6/image?etag=1663048628898&width=70&height=47
Danish-Swedish Farmdog Showcases Breed’s Agility at Westminster,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/8732960b6525ad0451a01fe8a0465143/image?etag=1674563230133&width=70&height=47
Lure coursing dog sport,1,https://www.akc.org/wp-content/uploads/2017/11/MAHA_200607_Borzoi_IMG_1298_detail.jpg
Border Collie competes in Agility dog sport,1,https://www.akc.org/wp-content/uploads/2017/11/NAC_201503_BorderCollie_IMG_0873_detail.jpg
"Canine Partners mixed breed participating in the 2013 Rally National Championship, Tulsa, OK dog sport",1,https://www.akc.org/wp-content/uploads/2019/07/031513_AKC_204.jpg
Border Collie participates in Obedience Dog Sport,1,https://www.akc.org/wp-content/uploads/2017/11/2016_National_Obedience-_MG_7214_detail.jpg
Conformation dog sport,1,https://www.akc.org/wp-content/uploads/2017/11/IMG_3819_detail.jpg
Border Collie competes in Agility dog sport,1,https://www.akc.org/wp-content/uploads/2017/11/NAC_201503_BorderCollie_IMG_0873_detail.jpg
"Canine Partners mixed breed participating in the 2013 Rally National Championship, Tulsa, OK dog sport",1,https://www.akc.org/wp-content/uploads/2019/07/031513_AKC_204.jpg
Border Collie participates in Obedience Dog Sport,1,https://www.akc.org/wp-content/uploads/2017/11/2016_National_Obedience-_MG_7214_detail.jpg
Conformation dog sport,1,https://www.akc.org/wp-content/uploads/2017/11/IMG_3819_detail.jpg
Meet the Oldest Dog to Compete in the 2019 National Obedience Championship,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/0da74a865430bb7225204bb08bab275f/image?etag=1682873113059&width=770&height=510
Kit the Rat Terrier Is a Dog Star,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/c3d4cc69eb79db328e05781be1c99194/image?etag=1682672949932&width=770&height=510
Maverick the Border Collie Wins 2019 National Obedience Championship,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/19874660592f0e0a8811c8a5d76ada30/image?etag=1676323632028&width=770&height=510
From Show Champion to Service Dog: Clumber Spaniel Supports Veteran Owner,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/a6459e8cacb4df918c32ff65af72178f/image?etag=1682428330594&width=70&height=47
Shiba Inu Littermates Dominate Breed FastCAT Rankings,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/3fb774f6295949371d74eed6855e699a/image?etag=1678920309028&width=70&height=47
Junior Handler Spotlight: Jada Sawhney,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/872989eb4d46b63ed21e33a5889e252d/image?etag=1679267890306&width=70&height=47
Maverick the Border Collie Wins 2019 National Obedience Championship,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/19874660592f0e0a8811c8a5d76ada30/image?etag=1676323632028&width=70&height=47
Tractor Supply Co Logo (TSC),0,https://www.akc.org/wp-content/uploads/2020/05/tsc_logo_nb_lg-300x82.jpg
The Complex Genetics of Diabetes Mellitus in Australian Terriers,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/074d162deedad146fc0592282b7c14be/image?etag=1646427970508&width=70&height=47
AKC Breeder Spotlight: Kym Burch-Ryan of Mi-T Aussies,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/a433317c0c7ce7488a529e5bf23d0642/image?etag=1682816952578&width=70&height=47
"Remembering Dr. J.P. McCain, AKC’s First African-American Judge",0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/06acde9a40a44214f672e30e60ef3bd6/image?etag=1663048628898&width=70&height=47
Danish-Swedish Farmdog Showcases Breed’s Agility at Westminster,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/8732960b6525ad0451a01fe8a0465143/image?etag=1674563230133&width=70&height=47
Cavalier King Charles Spaniel leaping over an agility jump outdoors.,1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2021/09/10102909/Cavalier-King-Charles-Spaniel-leaping-over-an-agility-jump-outdoors.jpg
Show Us Your Dog Pictures and Videos!,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/aaf6070534daadeb0a04eb2a49224cff/image?etag=1681164187884&width=770&height=510
Holiday Gift Guide for Big Dogs 2016,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/7d4a5cfe5da1ba979fdb34adfa7b821c/image?etag=1623588136510&width=770&height=510
Police Dog’s Instagram Account in the Best Thing on the Internet Right Now,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/08fd312b1347e7b966e44f698435298e/image?etag=1676841851064&width=770&height=510
In Full Bloom: Tips for Dog-Friendly Gardens,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/2714598fd0e4f3a458f7d454aec78017/image?etag=1682906587155&width=70&height=47
You Dirty Dog!,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/13acc656b3ce2ad5874ac6e547e35050/image?etag=1682901368756&width=70&height=47
golden-training-body,1,https://www.akc.org/wp-content/uploads/2018/04/golden-training-body.jpg
National-Tracking-Invitational-Ribbons-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Ribbons-Past-Events.jpg
National-Tracking-Invitational-Sign-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Sign-Past-Events.jpg
National-Tracking-Invitational-Bridge-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Bridge-Past-Events.jpg
National-Tracking-Invitational-Woods-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Woods-Past-Events.jpg
National-Tracking-Invitational-Ribbons-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Ribbons-Past-Events.jpg
National-Tracking-Invitational-Sign-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Sign-Past-Events.jpg
National-Tracking-Invitational-Bridge-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Bridge-Past-Events.jpg
National-Tracking-Invitational-Woods-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Woods-Past-Events.jpg
National-Tracking-Invitational-Ribbons-Past-Events,0,https://www.akc.org/wp-content/uploads/2018/04/National-Tracking-Invitational-Ribbons-Past-Events.jpg
YuMove and AKC logo lockup,0,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2022/03/20172609/AKC-YM-Co-branded-Primary-lock-up1.jpg
AKC Pet Insurance logo,0,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2022/10/06170737/AKC_PI_Logo_Vertical_2021-300x238.jpg
1-800flowers logo,0,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2022/10/06170933/1800Flowers-300x133.jpg
"Pictured top (L-R) Doug Ljungren, EVP Sports & Events, Kori Bevis, 2022 AKC NOC OTCH12 High Times Shake ""N Bake UDX8 OGM SH, Golden Retriever; Diane Schultz, AKC Director Obedience, Rally & Tracking; Bottom (L-R) Judges: John Cox, Lora Seale, Cynthia Rustad, Philip Rustad, Ted Walshesky, Teresa Walker, Alvin Eng, and Aimee Kincaid",1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/10/20093030/2022-AKC-Composite-NOC-Alone-LowRes-2022.jpg
"Pictured Top (L-R) Doug Ljungren, EVP Sports & Events, Kim Berkley, 2022 AKC RNC OTCH9 HC AGCH MACH5 RACH Norwood Color Me Zayne UDX9 OGM RM3 RAE3 HSAd HSBd HXAd HXBd MXC PDS MJC PJS MFG TQX T2B5, Border Collie, Diane Schultz, AKC Director Obedience, Rally & Tracking Bottom (L-R) Stephanie Podejko, LInda Morris, Robin Botelho, and Linda MacDonald",1,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/10/20093359/2022-AKC-Composite-RNC-Champ-Alone-lowRes.jpg
Obedience - Companion Dog Sport,1,https://www.akc.org/wp-content/uploads/2017/11/ANC2016-Obedience-0E9A9656.-web-768x512.jpg
Tracking - Companion Dog Sport,0,https://www.akc.org/wp-content/uploads/2017/10/Tracking_IMG_0443_PCM_NTI2013-Small.jpg
Agility - Companion Dog Sport,1,https://www.akc.org/wp-content/uploads/2017/11/2017NAC-AR3I9293-highres-web.jpg
"Labrador Retriever and young woman participating in a Junior Rally trial, a companion dog sport",1,https://www.akc.org/wp-content/uploads/2017/11/ANC2016-Rally-Jr-0E9A9922-web-768x512.jpg
Obedience - Companion Dog Sport,1,https://www.akc.org/wp-content/uploads/2017/11/ANC2016-Obedience-0E9A9656.-web-768x512.jpg
Tracking - Companion Dog Sport,0,https://www.akc.org/wp-content/uploads/2017/10/Tracking_IMG_0443_PCM_NTI2013-Small.jpg
Agility - Companion Dog Sport,1,https://www.akc.org/wp-content/uploads/2017/11/2017NAC-AR3I9293-highres-web.jpg
"Labrador Retriever and young woman participating in a Junior Rally trial, a companion dog sport",1,https://www.akc.org/wp-content/uploads/2017/11/ANC2016-Rally-Jr-0E9A9922-web-768x512.jpg
Obedience - Companion Dog Sport,1,https://www.akc.org/wp-content/uploads/2017/11/ANC2016-Obedience-0E9A9656.-web-768x512.jpg
The Complex Genetics of Diabetes Mellitus in Australian Terriers,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/074d162deedad146fc0592282b7c14be/image?etag=1646427970508&width=70&height=47
Summer Kennel Safety & Comfort Tips,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/8dcb792f8c56fd34e2f0fc72f20a7d3f/image?etag=1678998609298&width=70&height=47
AKC Breeder Spotlight: Kym Burch-Ryan of Mi-T Aussies,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/a433317c0c7ce7488a529e5bf23d0642/image?etag=1682816952578&width=70&height=47
2019 Breeder of the Year By Sport: Janie Haworth for Spaniel Field Events,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/f4fc809ae82ed566561b9019bcb06bf8/image?etag=1661954948607&width=70&height=47
"North American Diving Dogs competition held in conjunction with the 2017 AKC National Championship presented by Royal Canin, Orlando, FL.",1,https://www.akc.org/wp-content/uploads/2018/03/ANC2017-Dock-Diving-_F6A4903.jpg
title recognition program,1,https://www.akc.org/wp-content/uploads/2017/11/Uther_Flyball-rev_detail.jpg
Retriever Sports,1,https://www.akc.org/wp-content/uploads/2017/10/NARC_200706_LabradorRetriever_IMG_9664_detail.jpg
Summer Kennel Safety & Comfort Tips,1,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/8dcb792f8c56fd34e2f0fc72f20a7d3f/image?etag=1678998609298&width=70&height=47
How Do I Get My Puppy Started in Dog Shows?,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/e788e82a12b8deed4ee42d48a8e655cc/image?etag=1634827514596&width=70&height=47
This Seattle Junior’s Success Story Comes From Commitment to “Doing it Right”,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/527a1d37be3c2de79744a592442f4aaf/image?etag=1620079039118&width=70&height=47
2019 Breeder of the Year By Sport: Janie Haworth for Spaniel Field Events,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/f4fc809ae82ed566561b9019bcb06bf8/image?etag=1661954948607&width=70&height=47
"How to Watch the 2019 AKC Rally, Obedience, and Agility National Championships",0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/e1b0e040d99f8e7706aeb791beb99ca9/image?etag=1620993994009&width=70&height=47
How Do I Get My Puppy Started in Dog Shows?,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/e788e82a12b8deed4ee42d48a8e655cc/image?etag=1634827514596&width=70&height=47
AKC S.A.F.E. Grooming Program Adds Safety In The Salon Recertification Course,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/6110da2266d450d86ea625d6d8d24463/image?etag=1664119095926&width=70&height=47
This Seattle Junior’s Success Story Comes From Commitment to “Doing it Right”,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/527a1d37be3c2de79744a592442f4aaf/image?etag=1620079039118&width=70&height=47
"How to Watch the 2019 AKC Rally, Obedience, and Agility National Championships",0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/e1b0e040d99f8e7706aeb791beb99ca9/image?etag=1620993994009&width=70&height=47
Breeders: Submit Paperwork Early due to Postal Service Delays,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/97705c40cab651aba5b7950370249c61/image?etag=1678051266345&width=70&height=47
AKC S.A.F.E. Grooming Program Adds Safety In The Salon Recertification Course,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/6110da2266d450d86ea625d6d8d24463/image?etag=1664119095926&width=70&height=47
Dog Stars of the Month: Scout & Pip the Border Terriers,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/98f24d2c350f3f7d7b7b5e12c26cebfa/image?etag=1674563411120&width=70&height=47
"Newest AKC Museum of Dog Has Modern, Pop Culture Feel",0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/7873095e888b3dfe2c718b541baeca69/image?etag=1682889669560&width=70&height=47
Breeders: Submit Paperwork Early due to Postal Service Delays,0,https://akc.blueconic.net/rest/contentStores/70084a7c-ad5f-4137-af6e-86ddf5330892/items/97705c40cab651aba5b7950370249c61/image?etag=1678051266345&width=70&height=47
